GENE	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_names
SMAD3	BP	GO:0150115	cell-substrate junction organization	Feb-29	103/18614	0.011169657	0.047500436	0.025247756	4088/6714	2	SMAD3/SRC
SMAD3	MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	Sep-32	348/18369	5.42E-09	9.45E-07	4.03E-07	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
SMAD3	MF	GO:0001223	transcription coactivator binding	May-32	43/18369	1.06E-08	9.45E-07	4.03E-07	367/1387/2033/2099/4088	5	AR/CREBBP/EP300/ESR1/SMAD3
SMAD3	MF	GO:0001221	transcription coregulator binding	Jun-32	111/18369	3.39E-08	2.01E-06	8.56E-07	367/1387/2033/2099/3065/4088	6	AR/CREBBP/EP300/ESR1/HDAC1/SMAD3
SMAD3	MF	GO:0140297	DNA-binding transcription factor binding	Sep-32	478/18369	8.36E-08	3.72E-06	1.58E-06	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
SMAD3	MF	GO:0008013	beta-catenin binding	Apr-32	88/18369	1.60E-05	3.37E-04	1.43E-04	367/2033/2099/4088	4	AR/EP300/ESR1/SMAD3
SMAD3	MF	GO:0019902	phosphatase binding	May-32	187/18369	1.67E-05	3.37E-04	1.43E-04	2885/5594/4087/4088/7157	5	GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	MF	GO:0031490	chromatin DNA binding	Apr-32	118/18369	5.06E-05	8.19E-04	3.49E-04	1387/2033/3065/4088	4	CREBBP/EP300/HDAC1/SMAD3
SMAD3	MF	GO:0016922	nuclear receptor binding	Apr-32	138/18369	9.31E-05	0.001275187	5.43E-04	2033/2099/4088/6714	4	EP300/ESR1/SMAD3/SRC
SMAD3	MF	GO:0070410	co-SMAD binding	Feb-32	11/18369	1.60E-04	0.001689597	7.19E-04	4087/4088	2	SMAD2/SMAD3
SMAD3	MF	GO:1990841	promoter-specific chromatin binding	Mar-32	63/18369	1.78E-04	0.001756554	7.48E-04	3065/4088/7157	3	HDAC1/SMAD3/TP53
SMAD3	MF	GO:0070411	I-SMAD binding	Feb-32	14/18369	2.64E-04	0.002473985	0.001053382	4087/4088	2	SMAD2/SMAD3
SMAD3	MF	GO:0005160	transforming growth factor beta receptor binding	Feb-32	23/18369	7.27E-04	0.004977423	0.002119305	4087/4088	2	SMAD2/SMAD3
SMAD3	MF	GO:0070412	R-SMAD binding	Feb-32	24/18369	7.92E-04	0.005223125	0.002223921	4087/4088	2	SMAD2/SMAD3
SMAD3	MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	May-32	468/18369	0.001198605	0.007136975	0.003038807	367/2099/4087/4088/7157	5	AR/ESR1/SMAD2/SMAD3/TP53
SMAD3	MF	GO:0001216	DNA-binding transcription activator activity	May-32	472/18369	0.001244795	0.007145292	0.003042348	367/2099/4087/4088/7157	5	AR/ESR1/SMAD2/SMAD3/TP53
SMAD3	MF	GO:0043425	bHLH transcription factor binding	Feb-32	31/18369	0.001324689	0.007145292	0.003042348	1387/4088	2	CREBBP/SMAD3
SMAD3	MF	GO:0031625	ubiquitin protein ligase binding	Apr-32	301/18369	0.001769913	0.008147008	0.003468862	1026/4087/4088/7157	4	CDKN1A/SMAD2/SMAD3/TP53
SMAD3	MF	GO:0044389	ubiquitin-like protein ligase binding	Apr-32	320/18369	0.002211874	0.009602771	0.004088702	1026/4087/4088/7157	4	CDKN1A/SMAD2/SMAD3/TP53
SMAD3	MF	GO:0046332	SMAD binding	Feb-32	77/18369	0.007930094	0.024764152	0.010544169	4087/4088	2	SMAD2/SMAD3
SMAD3	MF	GO:0005126	cytokine receptor binding	Mar-32	270/18369	0.011372314	0.034309692	0.014608503	2885/4087/4088	3	GRB2/SMAD2/SMAD3
SMAD3	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
SMAD3	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
SMAD3	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
SMAD3	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
SMAD3	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04350	TGF-beta signaling pathway	Jun-22	108/8848	1.83E-07	2.78E-06	1.03E-06	1387/2033/3065/5594/4087/4088	6	CREBBP/EP300/HDAC1/MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
SMAD3	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04310	Wnt signaling pathway	May-22	174/8848	5.57E-05	3.10E-04	1.15E-04	1387/1457/2033/4088/7157	5	CREBBP/CSNK2A1/EP300/SMAD3/TP53
SMAD3	NA	hsa04550	Signaling pathways regulating pluripotency of stem cells	Apr-22	144/8848	3.92E-04	0.001595953	5.94E-04	2885/5594/4087/4088	4	GRB2/MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04933	AGE-RAGE signaling pathway in diabetic complications	Mar-22	101/8848	0.001899021	0.005663152	0.002106057	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04659	Th17 cell differentiation	Mar-22	108/8848	0.002300357	0.006511179	0.002421428	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04371	Apelin signaling pathway	Mar-22	140/8848	0.004790203	0.012307136	0.004576874	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04390	Hippo signaling pathway	Mar-22	157/8848	0.006589044	0.015947396	0.005930642	4087/4088/7532	3	SMAD2/SMAD3/YWHAG
SMAD3	NA	hsa05321	Inflammatory bowel disease	Feb-22	65/8848	0.011166818	0.024509819	0.009114903	4087/4088	2	SMAD2/SMAD3
SMAD3	NA	hsa05415	Diabetic cardiomyopathy	Mar-22	205/8848	0.013641931	0.027121459	0.01008614	4700/4087/4088	3	NDUFA6/SMAD2/SMAD3
SMAD3	NA	hsa04144	Endocytosis	Mar-22	252/8848	0.023566067	0.041867374	0.015569966	4087/4088/6714	3	SMAD2/SMAD3/SRC
SMAD3	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
SMAD3	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
SMAD3	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
SMAD3	NA	hsa05220	Chronic myeloid leukemia	Jun-22	77/8848	2.38E-08	5.68E-07	2.11E-07	1026/2885/3065/5594/4088/7157	6	CDKN1A/GRB2/HDAC1/MAPK1/SMAD3/TP53
SMAD3	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05210	Colorectal cancer	Jun-22	87/8848	4.99E-08	9.26E-07	3.45E-07	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04350	TGF-beta signaling pathway	Jun-22	108/8848	1.83E-07	2.78E-06	1.03E-06	1387/2033/3065/5594/4087/4088	6	CREBBP/EP300/HDAC1/MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
SMAD3	NA	hsa05212	Pancreatic cancer	May-22	77/8848	1.03E-06	1.14E-05	4.25E-06	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05226	Gastric cancer	Jun-22	150/8848	1.28E-06	1.34E-05	4.97E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa05225	Hepatocellular carcinoma	Jun-22	170/8848	2.66E-06	2.54E-05	9.43E-06	1026/2885/5594/4087/4088/7157	6	CDKN1A/GRB2/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04218	Cellular senescence	May-22	157/8848	3.40E-05	2.11E-04	7.83E-05	1026/5594/4087/4088/7157	5	CDKN1A/MAPK1/SMAD2/SMAD3/TP53
SMAD3	NA	hsa04310	Wnt signaling pathway	May-22	174/8848	5.57E-05	3.10E-04	1.15E-04	1387/1457/2033/4088/7157	5	CREBBP/CSNK2A1/EP300/SMAD3/TP53
SMAD3	NA	hsa04550	Signaling pathways regulating pluripotency of stem cells	Apr-22	144/8848	3.92E-04	0.001595953	5.94E-04	2885/5594/4087/4088	4	GRB2/MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04933	AGE-RAGE signaling pathway in diabetic complications	Mar-22	101/8848	0.001899021	0.005663152	0.002106057	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04659	Th17 cell differentiation	Mar-22	108/8848	0.002300357	0.006511179	0.002421428	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04371	Apelin signaling pathway	Mar-22	140/8848	0.004790203	0.012307136	0.004576874	5594/4087/4088	3	MAPK1/SMAD2/SMAD3
SMAD3	NA	hsa04390	Hippo signaling pathway	Mar-22	157/8848	0.006589044	0.015947396	0.005930642	4087/4088/7532	3	SMAD2/SMAD3/YWHAG
SMAD3	NA	hsa05321	Inflammatory bowel disease	Feb-22	65/8848	0.011166818	0.024509819	0.009114903	4087/4088	2	SMAD2/SMAD3
SMAD3	NA	hsa05415	Diabetic cardiomyopathy	Mar-22	205/8848	0.013641931	0.027121459	0.01008614	4700/4087/4088	3	NDUFA6/SMAD2/SMAD3
SMAD3	NA	hsa04144	Endocytosis	Mar-22	252/8848	0.023566067	0.041867374	0.015569966	4087/4088/6714	3	SMAD2/SMAD3/SRC
SRC	BP	GO:0071560	cellular response to transforming growth factor beta stimulus	Aug-29	274/18614	6.54E-09	6.26E-06	3.33E-06	1387/2033/2534/3065/4087/4088/6714/7157	8	CREBBP/EP300/FYN/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	BP	GO:0071559	response to transforming growth factor beta	Aug-29	280/18614	7.74E-09	6.26E-06	3.33E-06	1387/2033/2534/3065/4087/4088/6714/7157	8	CREBBP/EP300/FYN/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
SRC	BP	GO:1990840	response to lectin	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
SRC	BP	GO:1990858	cellular response to lectin	Apr-29	22/18614	3.41E-08	9.27E-06	4.93E-06	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
SRC	BP	GO:0007179	transforming growth factor beta receptor signaling pathway	Jul-29	218/18614	3.44E-08	9.27E-06	4.93E-06	1387/2033/3065/4087/4088/6714/7157	7	CREBBP/EP300/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	BP	GO:0002757	immune response-activating signaling pathway	Aug-29	423/18614	1.88E-07	3.38E-05	1.79E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
SRC	BP	GO:0002764	immune response-regulating signaling pathway	Aug-29	450/18614	3.01E-07	4.37E-05	2.32E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
SRC	BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	Jul-29	302/18614	3.17E-07	4.37E-05	2.32E-05	11119/1387/2033/2534/2885/5594/6714	7	BTN3A1/CREBBP/EP300/FYN/GRB2/MAPK1/SRC
SRC	BP	GO:0048511	rhythmic process	Jul-29	303/18614	3.24E-07	4.37E-05	2.32E-05	1387/1457/2033/2099/3065/6714/7157	7	CREBBP/CSNK2A1/EP300/ESR1/HDAC1/SRC/TP53
SRC	BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	Jul-29	329/18614	5.65E-07	7.02E-05	3.73E-05	11119/1387/2033/2534/2885/5594/6714	7	BTN3A1/CREBBP/EP300/FYN/GRB2/MAPK1/SRC
SRC	BP	GO:0002253	activation of immune response	Aug-29	495/18614	6.20E-07	7.16E-05	3.81E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
SRC	BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	May-29	115/18614	8.70E-07	9.37E-05	4.98E-05	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:2001233	regulation of apoptotic signaling pathway	Jul-29	381/18614	1.51E-06	1.52E-04	8.09E-05	367/1457/1984/3065/9821/6714/7157	7	AR/CSNK2A1/EIF5A/HDAC1/RB1CC1/SRC/TP53
SRC	BP	GO:0043401	steroid hormone mediated signaling pathway	May-29	135/18614	1.92E-06	1.81E-04	9.62E-05	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	Jul-29	398/18614	2.01E-06	1.81E-04	9.62E-05	1387/2033/3065/4087/4088/6714/7157	7	CREBBP/EP300/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	BP	GO:0061180	mammary gland epithelium development	Apr-29	68/18614	3.61E-06	2.92E-04	1.55E-04	367/2099/5594/6714	4	AR/ESR1/MAPK1/SRC
SRC	BP	GO:0048732	gland development	Jul-29	441/18614	3.97E-06	2.92E-04	1.55E-04	367/2099/5594/9821/4087/4088/6714	7	AR/ESR1/MAPK1/RB1CC1/SMAD2/SMAD3/SRC
SRC	BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	Apr-29	72/18614	4.54E-06	3.19E-04	1.70E-04	367/2033/3065/6714	4	AR/EP300/HDAC1/SRC
SRC	BP	GO:0060444	branching involved in mammary gland duct morphogenesis	Mar-29	22/18614	5.13E-06	3.46E-04	1.84E-04	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0097193	intrinsic apoptotic signaling pathway	Jun-29	301/18614	5.91E-06	3.67E-04	1.95E-04	1026/1984/2033/3065/6714/7157	6	CDKN1A/EIF5A/EP300/HDAC1/SRC/TP53
SRC	BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	Apr-29	78/18614	6.26E-06	3.74E-04	1.99E-04	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
SRC	BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	Mar-29	24/18614	6.73E-06	3.89E-04	2.07E-04	2534/3065/6714	3	FYN/HDAC1/SRC
SRC	BP	GO:0036119	response to platelet-derived growth factor	Mar-29	26/18614	8.63E-06	4.25E-04	2.26E-04	2534/3065/6714	3	FYN/HDAC1/SRC
SRC	BP	GO:0031647	regulation of protein stability	Jun-29	322/18614	8.69E-06	4.25E-04	2.26E-04	1387/2033/5594/4088/6714/7157	6	CREBBP/EP300/MAPK1/SMAD3/SRC/TP53
SRC	BP	GO:0009755	hormone-mediated signaling pathway	May-29	192/18614	1.08E-05	4.97E-04	2.64E-04	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:0060603	mammary gland duct morphogenesis	Mar-29	30/18614	1.34E-05	5.71E-04	3.03E-04	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0002758	innate immune response-activating signaling pathway	May-29	209/18614	1.62E-05	6.39E-04	3.40E-04	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:0071383	cellular response to steroid hormone stimulus	May-29	209/18614	1.62E-05	6.39E-04	3.40E-04	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:1901653	cellular response to peptide	Jun-29	375/18614	2.06E-05	7.93E-04	4.22E-04	2534/2885/5594/6714/7157/7532	6	FYN/GRB2/MAPK1/SRC/TP53/YWHAG
SRC	BP	GO:2000279	negative regulation of DNA biosynthetic process	Mar-29	37/18614	2.55E-05	9.58E-04	5.09E-04	1026/6714/7157	3	CDKN1A/SRC/TP53
SRC	BP	GO:0002218	activation of innate immune response	May-29	233/18614	2.74E-05	9.82E-04	5.22E-04	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:2001234	negative regulation of apoptotic signaling pathway	May-29	233/18614	2.74E-05	9.82E-04	5.22E-04	367/1457/3065/9821/6714	5	AR/CSNK2A1/HDAC1/RB1CC1/SRC
SRC	BP	GO:2000278	regulation of DNA biosynthetic process	Apr-29	121/18614	3.56E-05	0.001223397	6.50E-04	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
SRC	BP	GO:0060443	mammary gland morphogenesis	Mar-29	45/18614	4.62E-05	0.001492153	7.93E-04	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0051972	regulation of telomerase activity	Mar-29	47/18614	5.26E-05	0.001605213	8.53E-04	5594/6714/7157	3	MAPK1/SRC/TP53
SRC	BP	GO:0031648	protein destabilization	Mar-29	48/18614	5.61E-05	0.001650943	8.78E-04	1387/2033/6714	3	CREBBP/EP300/SRC
SRC	BP	GO:0030879	mammary gland development	Apr-29	136/18614	5.62E-05	0.001650943	8.78E-04	367/2099/5594/6714	4	AR/ESR1/MAPK1/SRC
SRC	BP	GO:0030520	intracellular estrogen receptor signaling pathway	Mar-29	54/18614	7.99E-05	0.00221531	0.001177497	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0001666	response to hypoxia	May-29	293/18614	8.13E-05	0.00221531	0.001177497	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
SRC	BP	GO:0030522	intracellular receptor signaling pathway	May-29	299/18614	8.95E-05	0.002336435	0.001241878	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:0045089	positive regulation of innate immune response	May-29	300/18614	9.09E-05	0.002336435	0.001241878	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:0034504	protein localization to nucleus	May-29	304/18614	9.68E-05	0.002443574	0.001298825	1026/2534/4088/6714/7157	5	CDKN1A/FYN/SMAD3/SRC/TP53
SRC	BP	GO:0036293	response to decreased oxygen levels	May-29	306/18614	9.98E-05	0.002481349	0.001318903	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
SRC	BP	GO:0051974	negative regulation of telomerase activity	Feb-29	10/18614	1.05E-04	0.002487048	0.001321933	6714/7157	2	SRC/TP53
SRC	BP	GO:0072584	caveolin-mediated endocytosis	Feb-29	11/18614	1.28E-04	0.002908472	0.001545931	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0002833	positive regulation of response to biotic stimulus	May-29	327/18614	1.36E-04	0.003058239	0.001625536	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	Apr-29	173/18614	1.43E-04	0.003117301	0.001656929	1984/3065/6714/7157	4	EIF5A/HDAC1/SRC/TP53
SRC	BP	GO:0070482	response to oxygen levels	May-29	333/18614	1.48E-04	0.003154276	0.001676583	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
SRC	BP	GO:0052548	regulation of endopeptidase activity	May-29	336/18614	1.55E-04	0.003246445	0.001725573	1457/2534/3065/4088/6714	5	CSNK2A1/FYN/HDAC1/SMAD3/SRC
SRC	BP	GO:0048545	response to steroid hormone	May-29	339/18614	1.61E-04	0.003257009	0.001731188	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
SRC	BP	GO:0061138	morphogenesis of a branching epithelium	Apr-29	188/18614	1.96E-04	0.003691252	0.001961999	367/2099/2885/6714	4	AR/ESR1/GRB2/SRC
SRC	BP	GO:0031334	positive regulation of protein-containing complex assembly	Apr-29	195/18614	2.26E-04	0.004102277	0.00218047	2099/2885/6714/7157	4	ESR1/GRB2/SRC/TP53
SRC	BP	GO:0051098	regulation of binding	May-29	369/18614	2.39E-04	0.004206819	0.002236037	1026/2033/4087/4088/6714	5	CDKN1A/EP300/SMAD2/SMAD3/SRC
SRC	BP	GO:0071897	DNA biosynthetic process	Apr-29	198/18614	2.39E-04	0.004206819	0.002236037	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
SRC	BP	GO:0045088	regulation of innate immune response	May-29	373/18614	2.51E-04	0.004314593	0.002293322	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:0001763	morphogenesis of a branching structure	Apr-29	203/18614	2.63E-04	0.004433918	0.002356747	367/2099/2885/6714	4	AR/ESR1/GRB2/SRC
SRC	BP	GO:2000241	regulation of reproductive process	Apr-29	206/18614	2.79E-04	0.004593103	0.002441358	367/246184/2099/6714	4	AR/CDC26/ESR1/SRC
SRC	BP	GO:0032869	cellular response to insulin stimulus	Apr-29	211/18614	3.05E-04	0.004863024	0.002584828	2885/5594/6714/7532	4	GRB2/MAPK1/SRC/YWHAG
SRC	BP	GO:1900182	positive regulation of protein localization to nucleus	Mar-29	86/18614	3.19E-04	0.004863024	0.002584828	2534/4088/6714	3	FYN/SMAD3/SRC
SRC	BP	GO:0043254	regulation of protein-containing complex assembly	May-29	409/18614	3.84E-04	0.005539882	0.002944596	2033/2099/2885/6714/7157	5	EP300/ESR1/GRB2/SRC/TP53
SRC	BP	GO:2000641	regulation of early endosome to late endosome transport	Feb-29	19/18614	3.94E-04	0.005539882	0.002944596	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0097191	extrinsic apoptotic signaling pathway	Apr-29	227/18614	4.03E-04	0.005609047	0.002981359	367/9821/4088/6714	4	AR/RB1CC1/SMAD3/SRC
SRC	BP	GO:2000116	regulation of cysteine-type endopeptidase activity	Apr-29	234/18614	4.52E-04	0.005981729	0.003179449	1457/2534/4088/6714	4	CSNK2A1/FYN/SMAD3/SRC
SRC	BP	GO:0052547	regulation of peptidase activity	May-29	425/18614	4.58E-04	0.006014484	0.00319686	1457/2534/3065/4088/6714	5	CSNK2A1/FYN/HDAC1/SMAD3/SRC
SRC	BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	Mar-29	99/18614	4.82E-04	0.006234977	0.003314057	367/9821/6714	3	AR/RB1CC1/SRC
SRC	BP	GO:0006979	response to oxidative stress	May-29	434/18614	5.04E-04	0.006409007	0.003406559	2534/5594/4700/6714/7157	5	FYN/MAPK1/NDUFA6/SRC/TP53
SRC	BP	GO:0010906	regulation of glucose metabolic process	Mar-29	103/18614	5.42E-04	0.006631889	0.003525027	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0031349	positive regulation of defense response	May-29	441/18614	5.42E-04	0.006631889	0.003525027	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:0060065	uterus development	Feb-29	23/18614	5.81E-04	0.007007121	0.003724473	2099/6714	2	ESR1/SRC
SRC	BP	GO:0002831	regulation of response to biotic stimulus	May-29	463/18614	6.75E-04	0.00779709	0.004144362	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
SRC	BP	GO:0071216	cellular response to biotic stimulus	Apr-29	264/18614	7.11E-04	0.007973549	0.004238155	978/5594/6714/7157	4	CDA/MAPK1/SRC/TP53
SRC	BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	Feb-29	26/18614	7.44E-04	0.008126193	0.00431929	2534/6714	2	FYN/SRC
SRC	BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	Feb-29	26/18614	7.44E-04	0.008126193	0.00431929	2534/6714	2	FYN/SRC
SRC	BP	GO:0032868	response to insulin	Apr-29	272/18614	7.94E-04	0.008500733	0.004518368	2885/5594/6714/7532	4	GRB2/MAPK1/SRC/YWHAG
SRC	BP	GO:0007611	learning or memory	Apr-29	276/18614	8.39E-04	0.00885882	0.004708701	2033/2534/5594/6714	4	EP300/FYN/MAPK1/SRC
SRC	BP	GO:0051348	negative regulation of transferase activity	Apr-29	279/18614	8.73E-04	0.00898774	0.004777225	1026/6714/7157/7532	4	CDKN1A/SRC/TP53/YWHAG
SRC	BP	GO:0022612	gland morphogenesis	Mar-29	123/18614	9.07E-04	0.00907924	0.00482586	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:1903649	regulation of cytoplasmic transport	Feb-29	29/18614	9.27E-04	0.00907924	0.00482586	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0034599	cellular response to oxidative stress	Apr-29	290/18614	0.00100811	0.009526934	0.005063821	2534/5594/6714/7157	4	FYN/MAPK1/SRC/TP53
