gene_id	gene_name	gene_type	K	Kin	Kout	TypeI	TypeII	Weight	CT_Score	CT_Score_norm	beta_y	p_value	fdr	MR_Score	Gene_Effect	MR_Score_norm
ENSG00000183918	SH2D1A	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000183943	PRKX	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184007	PTP4A2	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184009	ACTG1	protein_coding	38	7	31	0	1	2	76	0.127090301	NA	NA	NA	0	NA	NA
ENSG00000184047	DIABLO	protein_coding	12	6	6	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000184056	VPS33B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184110	EIF3C	protein_coding	11	6	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184117	NIPSNAP1	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184144	CNTN2	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184160	ADRA2C	protein_coding	3	0	3	1	0	1	3	0.005016722	NA	NA	NA	0	NA	NA
ENSG00000184164	CRELD2	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184185	KCNJ12	protein_coding	15	11	4	0	1	2	30	0.050167224	NA	NA	NA	0	NA	NA
ENSG00000184203	PPP1R2	protein_coding	7	2	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184205	TSPYL2	protein_coding	5	1	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184209	SNRNP35	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184216	IRAK1	protein_coding	49	12	37	0	1	2	98	0.163879599	NA	NA	NA	0	NA	NA
ENSG00000184281	TSSC4	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184302	SIX6	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184304	PRKD1	protein_coding	22	11	11	0	1	2	44	0.073578595	NA	NA	NA	0	NA	NA
ENSG00000184347	SLIT3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184349	EFNA5	protein_coding	8	7	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184361	SPATA32	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.281910256	0.98	0.99875	0	Risk	0
ENSG00000184371	CSF1	protein_coding	5	2	3	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000184384	MAML2	protein_coding	5	4	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184389	A3GALT2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	13.25159472	0.091	0.47576	0	Risk	0
ENSG00000184402	SS18L1	protein_coding	4	2	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184408	KCND2	protein_coding	7	4	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184432	COPB2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184436	THAP7	protein_coding	8	1	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184451	CCR10	protein_coding	8	3	5	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000184459	BPIFC	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.645280122	0.382	0.78855	0	Risk	0
ENSG00000184465	WDR27	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	10.35055371	0.19	0.62461	0	Risk	0
ENSG00000184481	FOXO4	protein_coding	12	9	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184486	POU3F2	protein_coding	9	6	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184500	PROS1	protein_coding	6	2	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184502	GAST	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184517	ZFP1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.39346852	0.85	0.96433	0	Risk	0
ENSG00000184557	SOCS3	protein_coding	30	16	14	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184575	XPOT	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184613	NELL2	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184634	MED12	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000184647	PRSS55	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.79511202	0.876	0.97658	0	Risk	0
ENSG00000184672	RALYL	protein_coding	12	7	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184708	EIF4ENIF1	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184787	UBE2G2	protein_coding	4	2	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184845	DRD1	protein_coding	9	0	9	2	0	1	9	0.015050167	NA	NA	NA	0	NA	NA
ENSG00000184895	SRY	protein_coding	6	3	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184900	SUMO3	protein_coding	31	21	10	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184916	JAG2	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184922	FMNL1	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184937	WT1	protein_coding	25	17	8	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000184967	NOC4L	protein_coding	9	4	5	1	2	0	0	0	-0.262423667	0.939	0.99221	0	Preventive	0
ENSG00000184983	NDUFA6	protein_coding	3	1	2	1	2	0	0	0	9.789797198	0	0	9.789797198	Risk	0.286099112
ENSG00000184984	CHRM5	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000184990	SIVA1	protein_coding	5	2	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184992	BRI3BP	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000184995	IFNE	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.529765029	0.05	0.4136	0	Risk	0
ENSG00000185002	RFX6	protein_coding	7	4	3	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000185008	ROBO2	protein_coding	16	4	12	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000185010	F8	protein_coding	10	2	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185019	UBOX5	protein_coding	5	1	4	1	2	0	0	0	-4.717019292	0.006	0.14314	0	Preventive	0
ENSG00000185022	MAFF	protein_coding	10	6	4	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000185024	BRF1	protein_coding	13	7	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185038	MROH2A	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-7.79694563	0.324	0.74831	0	Preventive	0
ENSG00000185043	CIB1	protein_coding	15	10	5	0	1	2	30	0.050167224	NA	NA	NA	0	NA	NA
ENSG00000185046	ANKS1B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185056	C5orf47	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	4.962095881	0.036	0.37575	0	Risk	0
ENSG00000185104	FAF1	protein_coding	29	9	20	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185129	PURA	protein_coding	8	8	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185149	NPY2R	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185176	AQP12B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.207211763	0.983	0.99915	0	Risk	0
ENSG00000185187	SIGIRR	protein_coding	8	5	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185201	IFITM2	protein_coding	2	1	1	2	1	0	0	0	9.485724333	0.195	0.62746	0	Risk	0
ENSG00000185231	MC2R	protein_coding	2	0	2	1	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000185236	RAB11B	protein_coding	8	7	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185245	GP1BA	protein_coding	11	6	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185247	MAGEA11	protein_coding	48	24	24	0	1	2	96	0.160535117	NA	NA	NA	0	NA	NA
ENSG00000185252	ZNF74	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185290	NUPR2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-8.925259801	0.519	0.85624	0	Preventive	0
ENSG00000185291	IL3RA	protein_coding	6	0	6	2	0	1	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000185298	CCDC137	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185305	ARL15	protein_coding	10	3	7	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000185324	CDK10	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-109.1423243	0.502	0.85624	0	Preventive	0
ENSG00000185338	SOCS1	protein_coding	35	18	17	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185359	HGS	protein_coding	47	20	27	0	1	2	94	0.157190635	NA	NA	NA	0	NA	NA
ENSG00000185386	MAPK11	protein_coding	17	11	6	0	1	2	34	0.056856187	NA	NA	NA	0	NA	NA
ENSG00000185420	SMYD3	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185499	MUC1	protein_coding	16	7	9	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185515	BRCC3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185519	FAM131C	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185527	PDE6G	protein_coding	7	3	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185532	PRKG1	protein_coding	31	9	22	0	1	2	62	0.10367893	NA	NA	NA	0	NA	NA
ENSG00000185551	NR2F2	protein_coding	17	11	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185559	DLK1	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185591	SP1	protein_coding	124	65	59	0	1	2	248	0.414715719	NA	NA	NA	0	NA	NA
ENSG00000185615	PDIA2	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185619	PCGF3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.598617094	0.981	0.99875	0	Risk	0
ENSG00000185624	P4HB	protein_coding	13	7	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185627	PSMD13	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.566684039	0.369	0.77807	0	Risk	0
ENSG00000185630	PBX1	protein_coding	16	9	7	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000185633	NDUFA4L2	protein_coding	11	6	5	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000185651	UBE2L3	protein_coding	20	14	6	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000185652	NTF3	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185668	POU3F1	protein_coding	3	3	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185684	EP400NL	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	9.619340147	0.643	0.9054	0	Risk	0
ENSG00000185697	MYBL1	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185721	DRG1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185760	KCNQ5	protein_coding	5	1	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185787	MORF4L1	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185808	PIGP	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-9.840779841	0.303	0.74304	0	Preventive	0
ENSG00000185811	IKZF1	protein_coding	25	15	10	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185813	PCYT2	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000185825	BCAP31	protein_coding	11	3	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185880	TRIM69	protein_coding	3	3	0	1	2	0	0	0	9.880633311	0.419	0.81756	0	Risk	0
ENSG00000185883	ATP6V0C	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185885	IFITM1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185896	LAMP1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185920	PTCH1	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185950	IRS2	protein_coding	35	21	14	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185960	SHOX	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000185963	BICD2	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186010	NDUFA13	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186051	TAL2	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186081	KRT5	protein_coding	7	2	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186111	PIP5K1C	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186130	ZBTB6	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186153	WWOX	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186184	POLR1D	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186226	LCE1E	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	20.62173829	0.334	0.7558	0	Risk	0
ENSG00000186265	BTLA	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186298	PPP1CC	protein_coding	12	7	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186318	BACE1	protein_coding	16	7	9	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000186350	RXRA	protein_coding	106	61	45	0	1	2	212	0.35451505	NA	NA	NA	0	NA	NA
ENSG00000186395	KRT10	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186416	NKRF	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186446	ZNF501	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-2.037948083	0.792	0.94609	0	Preventive	0
ENSG00000186453	FAM228A	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-10.34981179	0.423	0.81855	0	Preventive	0
ENSG00000186469	GNG2	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186471	AKAP14	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186480	INSIG1	protein_coding	2	1	1	0	1	2	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000186501	TMEM222	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186575	NF2	protein_coding	15	7	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186635	ARAP1	protein_coding	5	1	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186652	PRG2	protein_coding	8	2	6	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000186660	ZFP91	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186716	BCR	protein_coding	32	21	11	0	1	2	64	0.107023411	NA	NA	NA	0	NA	NA
ENSG00000186732	MPPED1	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186792	HYAL3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	50.25930954	0.08	0.45597	0	Risk	0
ENSG00000186810	CXCR3	protein_coding	5	0	5	2	0	1	5	0.008361204	NA	NA	NA	0	NA	NA
ENSG00000186827	TNFRSF4	protein_coding	7	1	6	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000186834	HEXIM1	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186847	KRT14	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186891	TNFRSF18	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186895	FGF3	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186897	C1QL4	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	4.353382538	0.541	0.86622	0	Risk	0
ENSG00000186908	ZDHHC17	protein_coding	4	4	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000186951	PPARA	protein_coding	30	13	17	0	1	2	60	0.100334448	NA	NA	NA	0	NA	NA
ENSG00000187045	TMPRSS6	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187079	TEAD1	protein_coding	7	5	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187091	PLCD1	protein_coding	8	4	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187094	CCK	protein_coding	6	2	4	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000187098	MITF	protein_coding	23	14	9	0	1	2	46	0.076923077	NA	NA	NA	0	NA	NA
ENSG00000187109	NAP1L1	protein_coding	10	6	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187118	CMC1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	7.452909313	0.326	0.74831	0	Risk	0
ENSG00000187122	SLIT1	protein_coding	3	2	1	1	2	0	0	0	7.229506545	0.123	0.53078	0	Risk	0
ENSG00000187140	FOXD3	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187189	TSPYL4	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187239	FNBP1	protein_coding	8	5	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187243	MAGED4B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187266	EPOR	protein_coding	35	4	31	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187323	DCC	protein_coding	9	3	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187325	TAF9B	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187391	MAGI2	protein_coding	12	6	6	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000187486	KCNJ11	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187498	COL4A1	protein_coding	18	9	9	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000187514	PTMA	protein_coding	29	5	24	0	1	2	58	0.096989967	NA	NA	NA	0	NA	NA
ENSG00000187535	IFT140	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187554	TLR5	protein_coding	5	0	5	2	0	1	5	0.008361204	NA	NA	NA	0	NA	NA
ENSG00000187555	USP7	protein_coding	39	30	9	0	1	2	78	0.130434783	NA	NA	NA	0	NA	NA
ENSG00000187601	MAGEH1	protein_coding	7	2	5	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000187735	TCEA1	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187741	FANCA	protein_coding	9	5	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187742	SECISBP2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187764	SEMA4D	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187778	MCRS1	protein_coding	17	11	6	0	1	2	34	0.056856187	NA	NA	NA	0	NA	NA
ENSG00000187796	CARD9	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187821	HELT	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-4.353516083	0.837	0.95722	0	Preventive	0
ENSG00000187840	EIF4EBP1	protein_coding	16	9	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000187848	P2RX2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.17774408	0.465	0.83859	0	Risk	0
ENSG00000187905	LRRC74B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-6.188983691	0.601	0.89223	0	Preventive	0
ENSG00000187980	PLA2G2C	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	6.39826709	0.532	0.85991	0	Risk	0
ENSG00000188004	C1orf204	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.055341265	0.997	0.9998	0	Risk	0
ENSG00000188021	UBQLN2	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188064	WNT7B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188086	PRSS45	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	10.13783867	0.05	0.4136	0	Risk	0
ENSG00000188130	MAPK12	protein_coding	18	8	10	2	2	0	0	0	10.13193263	0.034	0.3687	0	Risk	0
ENSG00000188153	COL4A5	protein_coding	16	4	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188157	AGRN	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188191	PRKAR1B	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188257	PLA2G2A	protein_coding	7	1	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188269	OR7A5	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.746116154	0.955	0.99306	0	Risk	0
ENSG00000188312	CENPP	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.233108459	0.66	0.90599	0	Risk	0
ENSG00000188313	PLSCR1	protein_coding	67	21	46	0	1	2	134	0.224080268	NA	NA	NA	0	NA	NA
ENSG00000188321	ZNF559	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188342	GTF2F2	protein_coding	28	18	10	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188372	ZP3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-10.65143203	0.726	0.92551	0	Preventive	0
ENSG00000188388	GOLGA6L3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-10.96820282	0.604	0.89223	0	Preventive	0
ENSG00000188404	SELL	protein_coding	10	0	10	2	0	1	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000188419	CHM	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188487	INSC	protein_coding	2	1	1	0	1	2	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000188488	SERPINA5	protein_coding	15	7	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188517	COL25A1	protein_coding	3	1	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188554	NBR1	protein_coding	6	4	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188566	NDOR1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188573	FBLL1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-12.83606377	0.029	0.35532	0	Preventive	0
ENSG00000188611	ASAH2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	31.94697994	0.007	0.16465	0	Risk	0
ENSG00000188612	SUMO2	protein_coding	53	28	25	0	1	2	106	0.177257525	NA	NA	NA	0	NA	NA
ENSG00000188613	NANOS1	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188659	SAXO2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.655707661	0.936	0.99221	0	Risk	0
ENSG00000188672	RHCE	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	35.2140123	0.72	0.92451	0	Risk	0
ENSG00000188677	PARVB	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188687	SLC4A5	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.222107901	0.76	0.93806	0	Preventive	0
ENSG00000188716	DUPD1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.640275832	0.524	0.85624	0	Preventive	0
ENSG00000188732	FAM221A	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-10.17473887	0.214	0.64509	0	Preventive	0
ENSG00000188738	FSIP2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.744050187	0.3	0.7425	0	Risk	0
ENSG00000188763	FZD9	protein_coding	4	2	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188778	ADRB3	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188783	PRELP	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188786	MTF1	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188822	CNR2	protein_coding	1	0	1	2	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000188846	RPL14	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000188878	FBF1	protein_coding	13	2	11	2	2	0	0	0	7.093457578	0.244	0.6713	0	Risk	0
ENSG00000188895	MSL1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	16.60579476	0.209	0.6416	0	Risk	0
ENSG00000188958	UTS2B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	2.174736485	0.763	0.93884	0	Risk	0
ENSG00000188976	NOC2L	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189042	ZNF567	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189056	RELN	protein_coding	4	3	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189058	APOD	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189067	LITAF	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189079	ARID2	protein_coding	3	2	1	0	1	2	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000189091	SF3B3	protein_coding	16	9	7	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000189143	CLDN4	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
